Time,Extension,Load
(s),(mm),(N)
"50.60000","-16.85028","-0.67327"
"50.65000","-16.86675","-0.67656"
"50.70000","-16.88340","-0.68692"
"50.75000","-16.90012","-0.68232"
"50.80000","-16.91689","-0.68120"
"50.85000","-16.93353","-0.67747"
"50.90000","-16.95028","-0.67473"
"50.95000","-16.96709","-0.67373"
"51.00000","-16.98363","-0.67787"
"51.05000","-17.00015","-0.66930"
"51.10000","-17.01679","-0.67892"
"51.15000","-17.03360","-0.68238"
"51.20000","-17.05018","-0.67935"
"51.25000","-17.06678","-0.68632"
"51.30000","-17.08352","-0.68111"
"51.35000","-17.10033","-0.68148"
"51.40000","-17.11692","-0.67774"
"51.45000","-17.13370","-0.68097"
"51.50000","-17.15032","-0.67516"
"51.55000","-17.16701","-0.67337"
"51.60000","-17.18337","-0.67544"
"51.65000","-17.20008","-0.66198"
"51.70000","-17.21680","-0.67006"
"51.75000","-17.23365","-0.66965"
"51.80000","-17.25009","-0.67496"
"51.85000","-17.26693","-0.66621"
"51.90000","-17.28358","-0.66951"
"51.95000","-17.30045","-0.67556"
"52.00000","-17.31673","-0.67841"
"52.05000","-17.33373","-0.67199"
"52.10000","-17.35010","-0.67731"
"52.15000","-17.36684","-0.66731"
"52.20000","-17.38325","-0.67573"
"52.25000","-17.40027","-0.66546"
"52.30000","-17.41678","-0.68322"
"52.35000","-17.43359","-0.67194"
"52.40000","-17.45007","-0.68696"
"52.45000","-17.46711","-0.67512"
"52.50000","-17.48360","-0.69132"
"52.55000","-17.50023","-0.67490"
"52.60000","-17.51679","-0.68498"
"52.65000","-17.53363","-0.67188"
"52.70000","-17.55013","-0.68052"
"52.75000","-17.56678","-0.66778"
"52.80000","-17.58346","-0.67183"
"52.85000","-17.60028","-0.67040"
"52.90000","-17.61695","-0.66643"
"52.95000","-17.63359","-0.66825"
"53.00000","-17.65036","-0.66136"
"53.05000","-17.66699","-0.66904"
"53.10000","-17.68352","-0.66610"
"53.15000","-17.70008","-0.66572"
"53.20000","-17.71694","-0.66423"
"53.25000","-17.73357","-0.66632"
"53.30000","-17.75015","-0.66438"
"53.35000","-17.76681","-0.67493"
"53.40000","-17.78368","-0.66678"
"53.45000","-17.80029","-0.68110"
"53.50000","-17.81706","-0.67734"
"53.55000","-17.83360","-0.67701"
"53.60000","-17.85038","-0.68215"
"53.65000","-17.86677","-0.67952"
"53.70000","-17.88341","-0.68384"
"53.75000","-17.90007","-0.67143"
"53.80000","-17.91701","-0.67446"
"53.85000","-17.93349","-0.67863"
"53.90000","-17.95023","-0.67314"
"53.95000","-17.96694","-0.68194"
"54.00000","-17.98387","-0.66958"
"54.05000","-18.00007","-0.69460"
"54.10000","-18.01698","-0.67383"
"54.15000","-18.03347","-0.69301"
"54.20000","-18.05022","-0.68755"
"54.25000","-18.06659","-0.68665"
"54.30000","-18.08360","-0.68306"
"54.35000","-18.10021","-0.68927"
"54.40000","-18.11696","-0.68440"
"54.45000","-18.13338","-0.69043"
"54.50000","-18.15043","-0.68076"
"54.55000","-18.16696","-0.69163"
"54.60000","-18.18359","-0.67368"
"54.65000","-18.20009","-0.68173"
"54.70000","-18.21693","-0.67829"
"54.75000","-18.23348","-0.67071"
"54.80000","-18.25010","-0.66985"
"54.85000","-18.26674","-0.66494"
"54.90000","-18.28361","-0.66896"
"54.95000","-18.30034","-0.67203"
"55.00000","-18.31693","-0.67356"
"55.05000","-18.33363","-0.68044"
"55.10000","-18.35029","-0.67424"
"55.15000","-18.36695","-0.67775"
"55.20000","-18.38337","-0.68501"
"55.25000","-18.40020","-0.66954"
"55.30000","-18.41687","-0.67625"
"55.35000","-18.43353","-0.67265"
"55.40000","-18.45011","-0.67457"
"55.45000","-18.46701","-0.68034"
"55.50000","-18.48363","-0.67946"
"55.55000","-18.50039","-0.68291"
"55.60000","-18.51686","-0.68465"
"55.65000","-18.53370","-0.68584"
"55.70000","-18.55015","-0.69247"
"55.75000","-18.56680","-0.69428"
"55.80000","-18.58339","-0.70430"
"55.85000","-18.60036","-0.68503"
"55.90000","-18.61684","-0.69563"
"55.95000","-18.63356","-0.68686"
"56.00000","-18.65023","-0.68523"
"56.05000","-18.66721","-0.69375"
"56.10000","-18.68344","-0.68995"
"56.15000","-18.70027","-0.69937"
"56.20000","-18.71676","-0.71176"
"56.25000","-18.73354","-0.71011"
"56.30000","-18.74998","-0.71898"
"56.35000","-18.76686","-0.71759"
"56.40000","-18.78346","-0.72204"
"56.45000","-18.80032","-0.70596"
"56.50000","-18.81674","-0.72227"
"56.55000","-18.83372","-0.71121"
"56.60000","-18.85029","-0.70947"
"56.65000","-18.86697","-0.70811"
"56.70000","-18.88339","-0.71188"
"56.75000","-18.90026","-0.71486"
"56.80000","-18.91688","-0.71754"
"56.85000","-18.93353","-0.70706"
"56.90000","-18.95004","-0.72610"
"56.95000","-18.96694","-0.70552"
"57.00000","-18.98367","-0.71192"
"57.05000","-19.00028","-0.69507"
"57.10000","-19.01696","-0.69866"
"57.15000","-19.03362","-0.69675"
"57.20000","-19.05026","-0.69231"
"57.25000","-19.06671","-0.69381"
"57.30000","-19.08350","-0.69845"
"57.35000","-19.10023","-0.69415"
"57.40000","-19.11690","-0.70048"
"57.45000","-19.13341","-0.70626"
"57.50000","-19.15034","-0.69617"
"57.55000","-19.16701","-0.70456"
"57.60000","-19.18375","-0.69311"
"57.65000","-19.20010","-0.69531"
"57.70000","-19.21694","-0.69491"
"57.75000","-19.23345","-0.69709"
"57.80000","-19.25016","-0.68603"
"57.85000","-19.26671","-0.69693"
"57.90000","-19.28373","-0.69031"
"57.95000","-19.30020","-0.69959"
"58.00000","-19.31692","-0.69855"
"58.05000","-19.33349","-0.70871"
"58.10000","-19.35050","-0.70394"
"58.15000","-19.36682","-0.71405"
"58.20000","-19.38360","-0.71543"
"58.25000","-19.40006","-0.70713"
"58.30000","-19.41689","-0.70958"
"58.35000","-19.43332","-0.71320"
"58.40000","-19.45018","-0.70555"
"58.45000","-19.46679","-0.71787"
"58.50000","-19.48369","-0.70886"
"58.55000","-19.50012","-0.72284"
"58.60000","-19.51698","-0.71013"
"58.65000","-19.53363","-0.71932"
"58.70000","-19.55036","-0.70362"
"58.75000","-19.56671","-0.70534"
"58.80000","-19.58353","-0.70915"
"58.85000","-19.60013","-0.70307"
"58.90000","-19.61690","-0.70183"
"58.95000","-19.63338","-0.71036"
"59.00000","-19.65017","-0.69426"
"59.05000","-19.66695","-0.70796"
"59.10000","-19.68360","-0.69403"
"59.15000","-19.70025","-0.70935"
"59.20000","-19.71696","-0.70752"
"59.25000","-19.73374","-0.69764"
"59.30000","-19.75011","-0.70564"
"59.35000","-19.76684","-0.68911"
"59.40000","-19.78352","-0.70325"
"59.45000","-19.80027","-0.70357"
"59.50000","-19.81674","-0.69232"
"59.55000","-19.83361","-0.70512"
"59.60000","-19.85035","-0.69309"
"59.65000","-19.86713","-0.69776"
"59.70000","-19.88347","-0.70149"
"59.75000","-19.90027","-0.69802"
"59.80000","-19.91680","-0.69768"
"59.85000","-19.93350","-0.68834"
"59.90000","-19.94997","-0.70059"
"59.95000","-19.96703","-0.68612"
"60.00000","-19.98354","-0.69113"
"60.05000","-20.00013","-0.67049"
"60.05100","-20.00043","-0.66851"
"60.05200","-20.00074","-0.66627"
"60.10200","-20.00518","-0.60278"
"60.15200","-19.99416","-0.64801"
"60.20200","-19.97675","-0.64144"
"60.25200","-19.95779","-0.62482"
"60.30200","-19.94049","-0.60277"
"60.35200","-19.92405","-0.57605"
"60.40200","-19.90717","-0.57483"
"60.45200","-19.89051","-0.55806"
"60.50200","-19.87358","-0.55744"
"60.55200","-19.85723","-0.54474"
"60.60200","-19.84018","-0.54273"
"60.65200","-19.82364","-0.52431"
"60.70200","-19.80677","-0.53003"
"60.75200","-19.79047","-0.51640"
"60.80200","-19.77347","-0.52153"
"60.85200","-19.75708","-0.50725"
"60.90200","-19.74033","-0.50280"
"60.95200","-19.72388","-0.48293"
"61.00200","-19.70684","-0.48550"
"61.05200","-19.69034","-0.46496"
"61.10200","-19.67358","-0.46312"
"61.15200","-19.65696","-0.45821"
"61.20200","-19.64010","-0.45767"
"61.25200","-19.62359","-0.45319"
"61.30200","-19.60708","-0.44752"
"61.35200","-19.59037","-0.45198"
"61.40200","-19.57353","-0.44560"
"61.45200","-19.55699","-0.43889"
"61.50200","-19.54045","-0.43245"
"61.55200","-19.52366","-0.42971"
"61.60200","-19.50685","-0.41661"
"61.65200","-19.49011","-0.42329"
"61.70200","-19.47366","-0.41499"
"61.75200","-19.45679","-0.41759"
"61.80200","-19.44026","-0.41272"
"61.85200","-19.42357","-0.41789"
"61.90200","-19.40707","-0.40961"
"61.95200","-19.39021","-0.41190"
"62.00200","-19.37376","-0.41525"
"62.05200","-19.35702","-0.41287"
"62.10200","-19.34042","-0.40797"
"62.15200","-19.32339","-0.40027"
"62.20200","-19.30704","-0.40296"
"62.25200","-19.29026","-0.39644"
"62.30200","-19.27369","-0.40332"
"62.35200","-19.25674","-0.39742"
"62.40200","-19.24045","-0.40096"
"62.45200","-19.22367","-0.39994"
"62.50200","-19.20706","-0.39691"
"62.55200","-19.19015","-0.40559"
"62.60200","-19.17393","-0.38449"
"62.65200","-19.15693","-0.38854"
"62.70200","-19.14027","-0.38043"
"62.75200","-19.12334","-0.38045"
"62.80200","-19.10715","-0.36959"
"62.85200","-19.09019","-0.38586"
"62.90200","-19.07369","-0.37724"
"62.95200","-19.05695","-0.38353"
"63.00200","-19.04060","-0.38150"
"63.05200","-19.02355","-0.38586"
"63.10200","-19.00699","-0.37977"
"63.15200","-18.99023","-0.37860"
"63.20200","-18.97366","-0.37657"
"63.25200","-18.95676","-0.37357"
"63.30200","-18.94018","-0.37404"
"63.35200","-18.92369","-0.38098"
"63.40200","-18.90707","-0.37543"
"63.45200","-18.89017","-0.37914"
"63.50200","-18.87362","-0.36658"
"63.55200","-18.85712","-0.36903"
"63.60200","-18.84031","-0.36476"
"63.65200","-18.82351","-0.36761"
"63.70200","-18.80680","-0.36667"
"63.75200","-18.79032","-0.36623"
"63.80200","-18.77348","-0.35956"
"63.85200","-18.75693","-0.36104"
"63.90200","-18.74027","-0.36475"
"63.95200","-18.72379","-0.35526"
"64.00200","-18.70692","-0.36147"
"64.05200","-18.69041","-0.35957"
"64.10200","-18.67365","-0.35532"
"64.15200","-18.65713","-0.36584"
"64.20200","-18.64005","-0.37481"
"64.25200","-18.62361","-0.36575"
"64.30200","-18.60690","-0.36702"
"64.35200","-18.59044","-0.35911"
"64.40200","-18.57344","-0.36712"
"64.45200","-18.55712","-0.35930"
"64.50200","-18.54040","-0.36477"
"64.55200","-18.52381","-0.35928"
"64.60200","-18.50681","-0.34681"
"64.65200","-18.49048","-0.35791"
"64.70200","-18.47359","-0.35217"
"64.75200","-18.45696","-0.35461"
"64.80200","-18.44000","-0.36334"
"64.85200","-18.42377","-0.36085"
"64.90200","-18.40686","-0.36666"
"64.95200","-18.39034","-0.35842"
"65.00200","-18.37355","-0.37946"
"65.05200","-18.35725","-0.36323"
"65.10200","-18.34025","-0.37041"
"65.15200","-18.32363","-0.36779"
"65.20200","-18.30689","-0.35895"
"65.25200","-18.29035","-0.36740"
"65.30200","-18.27347","-0.36259"
"65.35200","-18.25681","-0.36754"
"65.40200","-18.24031","-0.36851"
"65.45200","-18.22377","-0.36139"
"65.50200","-18.20688","-0.36121"
"65.55200","-18.19026","-0.36690"
"65.60200","-18.17373","-0.35870"
"65.65200","-18.15704","-0.35786"
"65.70200","-18.14018","-0.34786"
"65.75200","-18.12341","-0.35195"
"65.80200","-18.10702","-0.33824"
"65.85200","-18.09022","-0.35257"
"65.90200","-18.07359","-0.34559"
"65.95200","-18.05681","-0.34775"
"66.00200","-18.04047","-0.34591"
"66.05200","-18.02360","-0.35234"
"66.10200","-18.00707","-0.34310"
"66.15200","-17.99026","-0.35699"
"66.20200","-17.97382","-0.34140"
"66.25200","-17.95670","-0.34055"
"66.30200","-17.94031","-0.33750"
"66.35200","-17.92354","-0.34050"
"66.40200","-17.90713","-0.34340"
"66.45200","-17.89008","-0.34727"
"66.50200","-17.87373","-0.34878"
"66.55200","-17.85705","-0.33705"
"66.60200","-17.84053","-0.33827"
"66.65200","-17.82347","-0.35389"
"66.70200","-17.80710","-0.33817"
"66.75200","-17.79023","-0.34520"
"66.80200","-17.77365","-0.32768"
"66.85200","-17.75667","-0.34852"
"66.90200","-17.74041","-0.33745"
"66.95200","-17.72358","-0.34532"
"67.00200","-17.70701","-0.34382"
"67.05200","-17.69017","-0.35817"
"67.10200","-17.67387","-0.34377"
"67.15200","-17.65700","-0.35737"
"67.20200","-17.64033","-0.35112"
"67.25200","-17.62348","-0.35586"
"67.30200","-17.60704","-0.34806"
"67.35200","-17.59016","-0.35436"
"67.40200","-17.57348","-0.34833"
"67.45200","-17.55691","-0.34753"
"67.50200","-17.54042","-0.35522"
"67.55200","-17.52362","-0.35955"
"67.60200","-17.50694","-0.35627"
"67.65200","-17.49037","-0.34760"
"67.70200","-17.47371","-0.35111"
"67.75200","-17.45691","-0.33959"
"67.80200","-17.44005","-0.34817"
"67.85200","-17.42369","-0.35477"
"67.90200","-17.40693","-0.35717"
"67.95200","-17.39027","-0.34416"
"68.00200","-17.37351","-0.35149"
"68.05200","-17.35714","-0.35151"
"68.10200","-17.34031","-0.34639"
"68.15200","-17.32374","-0.34604"
"68.20200","-17.30682","-0.34529"
"68.25200","-17.29050","-0.33535"
"68.30200","-17.27342","-0.33868"
"68.35200","-17.25694","-0.33466"
"68.40200","-17.24012","-0.34901"
"68.45200","-17.22387","-0.33845"
"68.50200","-17.20682","-0.34739"
"68.55200","-17.19039","-0.35020"
"68.60200","-17.17368","-0.34286"
"68.65200","-17.15725","-0.34610"
"68.70200","-17.14016","-0.35263"
"68.75200","-17.12372","-0.34315"
"68.80200","-17.10689","-0.34918"
"68.85200","-17.09033","-0.33040"
"68.90200","-17.07334","-0.34604"
"68.95200","-17.05705","-0.33680"
"69.00200","-17.04030","-0.34889"
"69.05200","-17.02378","-0.34945"
"69.10200","-17.00685","-0.35038"
"69.15200","-16.99047","-0.35174"
"69.20200","-16.97368","-0.36419"
"69.25200","-16.95706","-0.35260"
"69.30200","-16.94014","-0.35143"
"69.35200","-16.92366","-0.34660"
"69.40200","-16.90688","-0.34546"
"69.45200","-16.89016","-0.34212"
"69.50200","-16.87357","-0.35447"
"69.55200","-16.85706","-0.35501"
"69.60200","-16.84030","-0.35008"
"69.65200","-16.82362","-0.35904"
"69.70200","-16.80699","-0.34895"
"69.75200","-16.79037","-0.35766"
"69.80200","-16.77359","-0.35340"
"69.85200","-16.75671","-0.35098"
"69.90200","-16.74027","-0.35797"
"69.95200","-16.72359","-0.34220"
"70.00200","-16.70694","-0.35087"
"70.05200","-16.69008","-0.35259"
"70.10200","-16.67377","-0.33987"
"70.15200","-16.65703","-0.34763"
"70.20200","-16.64042","-0.33522"
"70.25200","-16.62344","-0.34703"
"70.30200","-16.60714","-0.33274"
"70.35200","-16.59015","-0.34859"
"70.40200","-16.57357","-0.34288"
"70.45200","-16.55670","-0.34549"
"70.50200","-16.54049","-0.33810"
"70.55200","-16.52350","-0.34893"
"70.60200","-16.50700","-0.34405"
"70.65200","-16.49027","-0.34870"
"70.70200","-16.47396","-0.33821"
"70.75200","-16.45688","-0.34463"
"70.80200","-16.44035","-0.33435"
"70.85200","-16.42350","-0.34223"
"70.90200","-16.40709","-0.33537"
"70.95200","-16.39005","-0.33947"
"71.00200","-16.37362","-0.33769"
"71.05200","-16.35691","-0.33881"
"71.10200","-16.34050","-0.33069"
"71.15200","-16.32355","-0.34694"
"71.20200","-16.30707","-0.33273"
"71.25200","-16.29031","-0.34881"
"71.30200","-16.27374","-0.34430"
"71.35200","-16.25677","-0.34849"
"71.40200","-16.24021","-0.35148"
"71.45200","-16.22353","-0.35001"
"71.50200","-16.20692","-0.34957"
"71.55200","-16.19025","-0.35284"
"71.60200","-16.17367","-0.34833"
"71.65200","-16.15708","-0.34953"
"71.70200","-16.14044","-0.35449"
"71.75200","-16.12381","-0.35750"
"71.80200","-16.10713","-0.35389"
"71.85200","-16.09035","-0.35925"
"71.90200","-16.07340","-0.35464"
"71.95200","-16.05691","-0.34938"
"72.00200","-16.04026","-0.35141"
"72.05200","-16.02370","-0.34775"
"72.10200","-16.00677","-0.35923"
"72.15200","-15.99041","-0.35906"
"72.20200","-15.97371","-0.36241"
"72.25200","-15.95715","-0.35545"
"72.30200","-15.94018","-0.36525"
"72.35200","-15.92379","-0.35776"
"72.40200","-15.90682","-0.36012"
"72.45200","-15.89026","-0.34358"
"72.50200","-15.87339","-0.35204"
"72.55200","-15.85717","-0.33847"
"72.60200","-15.84019","-0.34326"
"72.65200","-15.82370","-0.33900"
"72.70200","-15.80695","-0.33968"
"72.75200","-15.79060","-0.32921"
"72.80200","-15.77353","-0.34347"
"72.85200","-15.75703","-0.33769"
"72.90200","-15.74017","-0.34049"
"72.95200","-15.72376","-0.32975"
"73.00200","-15.70661","-0.33396"
"73.05200","-15.69020","-0.32763"
"73.10200","-15.67354","-0.33042"
"73.15200","-15.65711","-0.32460"
"73.20200","-15.64014","-0.33410"
"73.25200","-15.62371","-0.32968"
"73.30200","-15.60704","-0.33436"
"73.35200","-15.59043","-0.32518"
"73.40200","-15.57343","-0.34229"
"73.45200","-15.55682","-0.32721"
"73.50200","-15.54023","-0.32329"
"73.55200","-15.52355","-0.32500"
"73.60200","-15.50692","-0.32967"
"73.65200","-15.49035","-0.32653"
"73.70200","-15.47373","-0.33277"
"73.75200","-15.45696","-0.33922"
"73.80200","-15.44030","-0.33291"
"73.85200","-15.42372","-0.33677"
"73.90200","-15.40704","-0.33106"
"73.95200","-15.39007","-0.33765"
"74.00200","-15.37360","-0.32897"
"74.05200","-15.35696","-0.33671"
"74.10200","-15.34036","-0.31761"
"74.15200","-15.32345","-0.33060"
"74.20200","-15.30703","-0.31918"
"74.25200","-15.29041","-0.32322"
"74.30200","-15.27382","-0.32510"
"74.35200","-15.25683","-0.33218"
"74.40200","-15.24042","-0.32934"
"74.45200","-15.22355","-0.33254"
"74.50200","-15.20700","-0.33253"
"74.55200","-15.19005","-0.32882"
"74.60200","-15.17385","-0.32863"
"74.65200","-15.15691","-0.33594"
"74.70200","-15.14040","-0.31706"
"74.75200","-15.12354","-0.32818"
"74.80200","-15.10722","-0.32296"
"74.85200","-15.09020","-0.32586"
"74.90200","-15.07368","-0.31896"
"74.95200","-15.05679","-0.31909"
"75.00200","-15.04048","-0.31271"
"75.05200","-15.02340","-0.31512"
"75.10200","-15.00693","-0.31223"
"75.15200","-14.99021","-0.31602"
"75.20200","-14.97387","-0.29651"
"75.25200","-14.95688","-0.32568"
"75.30200","-14.94036","-0.30566"
"75.35200","-14.92365","-0.32250"
"75.40200","-14.90712","-0.31201"
"75.45200","-14.89011","-0.31456"
"75.50200","-14.87350","-0.31507"
"75.55200","-14.85695","-0.31352"
"75.60200","-14.84023","-0.31333"
"75.65200","-14.82354","-0.31946"
"75.70200","-14.80689","-0.32022"
"75.75200","-14.79039","-0.32157"
"75.80200","-14.77365","-0.30848"
"75.85200","-14.75691","-0.31639"
"75.90200","-14.74029","-0.30894"
"75.95200","-14.72372","-0.31107"
"76.00200","-14.70678","-0.32617"
"76.05200","-14.69023","-0.31169"
"76.10200","-14.67358","-0.32368"
"76.15200","-14.65709","-0.31367"
"76.20200","-14.64012","-0.32040"
"76.25200","-14.62367","-0.31880"
"76.30200","-14.60705","-0.31214"
"76.35200","-14.59055","-0.31059"
"76.40200","-14.57349","-0.32437"
"76.45200","-14.55702","-0.31030"
"76.50200","-14.54018","-0.32770"
"76.55200","-14.52366","-0.31007"
"76.60200","-14.50669","-0.31659"
"76.65200","-14.49046","-0.30623"
"76.70200","-14.47360","-0.31154"
"76.75200","-14.45701","-0.31316"
"76.80200","-14.44020","-0.31450"
"76.85200","-14.42391","-0.31420"
"76.90200","-14.40690","-0.31825"
"76.95200","-14.39035","-0.30786"
"77.00200","-14.37342","-0.32163"
"77.05200","-14.35714","-0.30580"
"77.10200","-14.34010","-0.31768"
"77.15200","-14.32358","-0.30633"
"77.20200","-14.30681","-0.31398"
"77.25200","-14.29057","-0.31520"
"77.30200","-14.27360","-0.30906"
"77.35200","-14.25704","-0.31448"
"77.40200","-14.24030","-0.31013"
"77.45200","-14.22380","-0.30690"
"77.50200","-14.20679","-0.31303"
"77.55200","-14.19012","-0.31261"
"77.60200","-14.17354","-0.32165"
"77.65200","-14.15696","-0.31532"
"77.70200","-14.14021","-0.32458"
"77.75200","-14.12354","-0.32353"
"77.80200","-14.10707","-0.31988"
"77.85200","-14.09037","-0.31795"
"77.90200","-14.07362","-0.32125"
"77.95200","-14.05695","-0.31324"
"78.00200","-14.04041","-0.31690"
"78.05200","-14.02348","-0.30908"
"78.10200","-14.00690","-0.31507"
"78.15200","-13.99019","-0.31113"
"78.20200","-13.97381","-0.31906"
"78.25200","-13.95680","-0.30664"
"78.30200","-13.94030","-0.30882"
"78.35200","-13.92370","-0.31872"
"78.40200","-13.90724","-0.31336"
"78.45200","-13.89014","-0.32122"
"78.50200","-13.87369","-0.31957"
"78.55200","-13.85686","-0.32918"
"78.60200","-13.84036","-0.31199"
"78.65200","-13.82343","-0.32429"
"78.70200","-13.80708","-0.32261"
"78.75200","-13.79024","-0.31427"
"78.80200","-13.77374","-0.30616"
"78.85200","-13.75687","-0.31785"
"78.90200","-13.74056","-0.30845"
"78.95200","-13.72363","-0.31931"
"79.00200","-13.70705","-0.32063"
"79.05200","-13.69007","-0.33244"
"79.10200","-13.67376","-0.31425"
"79.15200","-13.65678","-0.32632"
"79.20200","-13.64028","-0.32778"
"79.25200","-13.62348","-0.32452"
"79.30200","-13.60718","-0.31736"
"79.35200","-13.59024","-0.32018"
"79.40200","-13.57371","-0.32543"
"79.45200","-13.55698","-0.32050"
"79.50200","-13.54046","-0.32842"
"79.55200","-13.52344","-0.33193"
"79.60200","-13.50677","-0.33177"
"79.65200","-13.49020","-0.32752"
"79.70200","-13.47362","-0.32948"
"79.75200","-13.45695","-0.33013"
"79.80200","-13.44021","-0.32905"
"79.85200","-13.42373","-0.32959"
"79.90200","-13.40704","-0.32590"
"79.95200","-13.39024","-0.32067"
"80.00200","-13.37359","-0.32230"
"80.05200","-13.35711","-0.32595"
"80.10200","-13.34015","-0.32633"
"80.15200","-13.32356","-0.31597"
"80.20200","-13.30685","-0.32714"
"80.25200","-13.29050","-0.31938"
"80.30200","-13.27348","-0.33153"
"80.35200","-13.25699","-0.32913"
"80.40200","-13.24030","-0.32999"
"80.45200","-13.22391","-0.32230"
"80.50200","-13.20679","-0.33143"
"80.55200","-13.19033","-0.32451"
"80.60200","-13.17353","-0.33906"
"80.65200","-13.15711","-0.31872"
"80.70200","-13.14005","-0.32546"
"80.75200","-13.12368","-0.31621"
"80.80200","-13.10693","-0.32193"
"80.85200","-13.09049","-0.32200"
"80.90200","-13.07355","-0.32552"
"80.95200","-13.05713","-0.32499"
"81.00200","-13.04031","-0.31834"
"81.05200","-13.02370","-0.32345"
"81.10200","-13.00671","-0.32345"
"81.15200","-12.99039","-0.30471"
"81.20200","-12.97352","-0.32912"
"81.25200","-12.95692","-0.32079"
"81.30200","-12.94009","-0.31643"
"81.35200","-12.92383","-0.32579"
"81.40200","-12.90699","-0.31961"
"81.45200","-12.89034","-0.33034"
"81.50200","-12.87356","-0.32903"
"81.55200","-12.85718","-0.33422"
"81.60200","-12.84019","-0.32622"
"81.65200","-12.82344","-0.32123"
"81.70200","-12.80686","-0.33559"
"81.75200","-12.79039","-0.32586"
"81.80200","-12.77360","-0.32773"
"81.85200","-12.75684","-0.32595"
"81.90200","-12.74038","-0.31930"
"81.95200","-12.72374","-0.32441"
"82.00200","-12.70698","-0.32283"
"82.05200","-12.69025","-0.31755"
"82.10200","-12.67370","-0.31912"
"82.15200","-12.65682","-0.31589"
"82.20200","-12.64020","-0.32429"
"82.25200","-12.62343","-0.32588"
"82.30200","-12.60714","-0.32490"
"82.35200","-12.59020","-0.33433"
"82.40200","-12.57365","-0.31891"
"82.45200","-12.55696","-0.33130"
"82.50200","-12.54065","-0.30836"
"82.55200","-12.52354","-0.32989"
"82.60200","-12.50699","-0.32100"
"82.65200","-12.49014","-0.32826"
"82.70200","-12.47379","-0.32418"
"82.75200","-12.45672","-0.33274"
"82.80200","-12.44034","-0.32341"
"82.85200","-12.42361","-0.33783"
"82.90200","-12.40716","-0.31887"
"82.95200","-12.39012","-0.32525"
"83.00200","-12.37370","-0.32037"
"83.05200","-12.35696","-0.33555"
"83.10200","-12.34045","-0.32161"
"83.15200","-12.32338","-0.31814"
"83.20200","-12.30700","-0.31878"
"83.25200","-12.29024","-0.31094"
"83.30200","-12.27367","-0.31985"
"83.35200","-12.25675","-0.31675"
"83.40200","-12.24046","-0.32149"
"83.45200","-12.22374","-0.32396"
"83.50200","-12.20703","-0.31862"
"83.55200","-12.19018","-0.33098"
"83.60200","-12.17376","-0.31548"
"83.65200","-12.15693","-0.31348"
"83.70200","-12.14011","-0.31336"
"83.75200","-12.12342","-0.31201"
"83.80200","-12.10704","-0.31800"
"83.85200","-12.09038","-0.31459"
"83.90200","-12.07355","-0.32208"
"83.95200","-12.05699","-0.31367"
"84.00200","-12.04045","-0.31241"
"84.05200","-12.02367","-0.31881"
"84.10200","-12.00687","-0.30659"
"84.15200","-11.99034","-0.31360"
"84.20200","-11.97356","-0.30251"
"84.25200","-11.95693","-0.30250"
"84.30200","-11.94012","-0.30763"
"84.35200","-11.92380","-0.29064"
"84.40200","-11.90690","-0.31118"
"84.45200","-11.89029","-0.29356"
"84.50200","-11.87353","-0.29255"
"84.55200","-11.85727","-0.29189"
"84.60200","-11.84023","-0.28288"
"84.65200","-11.82362","-0.28813"
"84.70200","-11.80675","-0.28895"
"84.75200","-11.79051","-0.27918"
"84.80200","-11.77346","-0.28443"
"84.85200","-11.75698","-0.27622"
"84.90200","-11.74021","-0.28196"
"84.95200","-11.72389","-0.26985"
"85.00200","-11.70690","-0.27462"
"85.05200","-11.69032","-0.27167"
"85.10200","-11.67362","-0.27748"
"85.15200","-11.65720","-0.27657"
"85.20200","-11.64009","-0.28388"
"85.25200","-11.62360","-0.26601"
"85.30200","-11.60689","-0.28391"
"85.35200","-11.59038","-0.27516"
"85.40200","-11.57344","-0.27228"
"85.45200","-11.55703","-0.27634"
"85.50200","-11.54038","-0.28131"
"85.55200","-11.52372","-0.27346"
"85.60200","-11.50687","-0.27331"
"85.65200","-11.49040","-0.27488"
"85.70200","-11.47362","-0.27240"
"85.75200","-11.45683","-0.27827"
"85.80200","-11.44011","-0.27530"
"85.85200","-11.42363","-0.28024"
"85.90200","-11.40707","-0.27779"
"85.95200","-11.39018","-0.27747"
"86.00200","-11.37364","-0.28555"
"86.05200","-11.35713","-0.27117"
"86.10200","-11.34042","-0.27622"
"86.15200","-11.32354","-0.26734"
"86.20200","-11.30697","-0.27528"
"86.25200","-11.29022","-0.26504"
"86.30200","-11.27357","-0.27038"
"86.35200","-11.25668","-0.27815"
"86.40200","-11.24040","-0.26772"
"86.45200","-11.22359","-0.27051"
"86.50200","-11.20695","-0.26725"
"86.55200","-11.19020","-0.27018"
"86.60200","-11.17396","-0.25988"
"86.65200","-11.15696","-0.26185"
"86.70200","-11.14030","-0.25075"
"86.75200","-11.12341","-0.25088"
"86.80200","-11.10719","-0.25323"
"86.85200","-11.09011","-0.26028"
"86.90200","-11.07362","-0.24642"
"86.95200","-11.05689","-0.25688"
"87.00200","-11.04059","-0.24958"
"87.05200","-11.02356","-0.25612"
"87.10200","-11.00704","-0.25143"
"87.15200","-10.99026","-0.26268"
"87.20200","-10.97387","-0.25090"
